graph_idx,graph_smiles,canonical_smiles,pickle_path,source,match_type
2557,CCCCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCCCC[N+](C)(C)C,drugs/CCCCCCCCCCCCCCCC[N+](C)(C)C.pickle,drugs,canonical
2570,NC(CSSC[C@H](N)C(=O)O)C(=O)O,NC(CSSCC(N)C(=O)O)C(=O)O,drugs/NC(CSSCC(N)C(=O)O)C(=O)O.pickle,drugs,no_stereo
2571,O=S(=O)([O-])NC1CCCCC1,O=S(=O)([O-])NC1CCCCC1,drugs/O=S(=O)([O-])NC1CCCCC1.pickle,drugs,canonical
2573,Cc1cc(C2(c3ccc(O)c(C)c3)OC(=O)c3ccccc32)ccc1O,Cc1cc(C2(c3ccc(O)c(C)c3)OC(=O)c3ccccc32)ccc1O,drugs/Cc1cc(C2(c3ccc(O)c(C)c3)OC(=O)c3ccccc32)ccc1O.pickle,drugs,canonical
2585,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,drugs/ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl.pickle,drugs,canonical
2594,Cc1ccc(O)cc1C,Cc1ccc(O)cc1C,qm9/Cc1ccc(O)cc1C.pickle,qm9,canonical
2598,CC(C)(CO)CO,CC(C)(CO)CO,qm9/CC(C)(CO)CO.pickle,qm9,canonical
2599,OCCCCCCO,OCCCCCCO,qm9/OCCCCCCO.pickle,qm9,canonical
2603,CCOC(=O)CN,CCOC(=O)CN,qm9/CCOC(=O)CN.pickle,qm9,canonical
2615,O=C([O-])CCC(=O)[O-],O=C([O-])CCC(=O)[O-],drugs/O=C([O-])CCC(=O)[O-].pickle,drugs,canonical
2621,CC(C)CC(C)(C)CO,CC(C)CC(C)(C)CO,qm9/CC(C)CC(C)(C)CO.pickle,qm9,canonical
2626,COC(=O)C(C)=O,COC(=O)C(C)=O,qm9/COC(=O)C(C)=O.pickle,qm9,canonical
2628,CCC1CCCCC1,CCC1CCCCC1,qm9/CCC1CCCCC1.pickle,qm9,canonical
2629,COCCC(C)=O,COCCC(C)=O,qm9/COCCC(C)=O.pickle,qm9,canonical
2631,c1ccc2c(c1)ccc1ncccc12,c1ccc2c(c1)ccc1ncccc12,drugs/c1ccc2c(c1)ccc1ncccc12.pickle,drugs,canonical
2633,CCc1cccc(O)c1,CCc1cccc(O)c1,qm9/CCc1cccc(O)c1.pickle,qm9,canonical
2643,CCOC(C)(C)C,CCOC(C)(C)C,qm9/CCOC(C)(C)C.pickle,qm9,canonical
2646,CC(C)OCCO,CC(C)OCCO,qm9/CC(C)OCCO.pickle,qm9,canonical
2651,CCCCCCC=O,CCCCCCC=O,qm9/CCCCCCC=O.pickle,qm9,canonical
2654,O=C([O-])C(O)C(O)C(O)C(O)CO,O=C([O-])C(O)C(O)C(O)C(O)CO,drugs/O=C([O-])C(O)C(O)C(O)C(O)CO.pickle,drugs,canonical
2660,CC1=CC(=O)c2ccccc2C1=O,CC1=CC(=O)c2ccccc2C1=O,drugs/CC1=CC(=O)c2ccccc2C1=O.pickle,drugs,canonical
2662,CC(=O)C(=O)O,CC(=O)C(=O)O,drugs/CC(=O)C(=O)O.pickle,drugs,canonical
2666,OCCCCCO,OCCCCCO,qm9/OCCCCCO.pickle,qm9,canonical
2669,CC(C)(C)CC(C)(C)c1ccc(O)cc1,CC(C)(C)CC(C)(C)c1ccc(O)cc1,drugs/CC(C)(C)CC(C)(C)c1ccc(O)cc1.pickle,drugs,canonical
2671,CC1=NN(c2ccccc2)C(=O)C1,CC1=NN(c2ccccc2)C(=O)C1,drugs/CC1=NN(c2ccccc2)C(=O)C1.pickle,drugs,canonical
2674,COc1cc([N+](=O)[O-])ccc1N,COc1cc([N+](=O)[O-])ccc1N,drugs/COc1cc([N+](=O)[O-])ccc1N.pickle,drugs,canonical
2679,CC(=O)CCC(C)C,CC(=O)CCC(C)C,qm9/CC(=O)CCC(C)C.pickle,qm9,canonical
2692,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,drugs/O=[N+]([O-])c1ccc(Nc2ccccc2)cc1.pickle,drugs,canonical
2697,CC(C)OC(=O)C(C)C,CC(C)OC(=O)C(C)C,qm9/CC(C)OC(=O)C(C)C.pickle,qm9,canonical
2698,CCC(=O)OC(C)C,CCC(=O)OC(C)C,qm9/CCC(=O)OC(C)C.pickle,qm9,canonical
2701,OCCSCCO,OCCSCCO,drugs/OCCSCCO.pickle,drugs,canonical
2706,O=C(O)CCSCCC(=O)O,O=C(O)CCSCCC(=O)O,drugs/O=C(O)CCSCCC(=O)O.pickle,drugs,canonical
2713,CCCC(=O)[O-],CCCC(=O)[O-],drugs/CCCC(=O)[O-].pickle,drugs,canonical
2717,CCc1cnccc1C,CCc1cnccc1C,qm9/CCc1cnccc1C.pickle,qm9,canonical
2718,CCCCCOC=O,CCCCCOC=O,qm9/CCCCCOC=O.pickle,qm9,canonical
2722,[H]SCC(CO)S[H],OCC(S)CS,drugs/OCC(S)CS.pickle,drugs,canonical
2735,CC(C)(C)NC=O,CC(C)(C)NC=O,qm9/CC(C)(C)NC=O.pickle,qm9,canonical
2739,[NH3+]CCc1ccc(O)c(O)c1,[NH3+]CCc1ccc(O)c(O)c1,drugs/[NH3+]CCc1ccc(O)c(O)c1.pickle,drugs,canonical
2740,CCCC(O)C(CC)CO,CCCC(O)C(CC)CO,drugs/CCCC(O)C(CC)CO.pickle,drugs,canonical
2820,O=C(Nc1c(Cl)cccc1Cl)C1CCC1,O=C(Nc1c(Cl)cccc1Cl)C1CCC1,drugs/O=C(Nc1c(Cl)cccc1Cl)C1CCC1.pickle,drugs,canonical
2827,Cc1nc(O)n[nH]1,Cc1nc(O)n[nH]1,qm9/Cc1nc(O)n[nH]1.pickle,qm9,canonical
2837,Nc1ccc(/N=N/c2ccccc2)cc1,Nc1ccc(N=Nc2ccccc2)cc1,drugs/Nc1ccc(N=Nc2ccccc2)cc1.pickle,drugs,no_stereo
2855,CNC(=O)NC(C)=O,CNC(=O)NC(C)=O,qm9/CNC(=O)NC(C)=O.pickle,qm9,canonical
2857,CCC(=O)NC,CCC(=O)NC,qm9/CCC(=O)NC.pickle,qm9,canonical
2862,O=C(O)C1CCC1,O=C(O)C1CCC1,drugs/O=C(O)C1CCC1.pickle,drugs,canonical
2877,C#CCCC#C,C#CCCC#C,qm9/C#CCCC#C.pickle,qm9,canonical
2878,O=Cc1ccc(CO)o1,O=Cc1ccc(CO)o1,qm9/O=Cc1ccc(CO)o1.pickle,qm9,canonical
2880,OCc1ccncc1,OCc1ccncc1,qm9/OCc1ccncc1.pickle,qm9,canonical
2882,Cc1ccc(C)[nH]1,Cc1ccc(C)[nH]1,qm9/Cc1ccc(C)[nH]1.pickle,qm9,canonical
2883,C#CCC(C)C,C#CCC(C)C,qm9/C#CCC(C)C.pickle,qm9,canonical
2892,CCOCCC(C)=O,CCOCCC(C)=O,qm9/CCOCCC(C)=O.pickle,qm9,canonical
2915,O=Cc1ccc(O)c(O)c1,O=Cc1ccc(O)c(O)c1,drugs/O=Cc1ccc(O)c(O)c1.pickle,drugs,canonical
2923,COc1cccc(O)c1O,COc1cccc(O)c1O,drugs/COc1cccc(O)c1O.pickle,drugs,canonical
2929,N#CCCCCCC#N,N#CCCCCCC#N,qm9/N#CCCCCCC#N.pickle,qm9,canonical
2930,Cc1cnc(C)c(C)n1,Cc1cnc(C)c(C)n1,qm9/Cc1cnc(C)c(C)n1.pickle,qm9,canonical
2931,NCc1ccc(S([NH3+])(=O)=O)cc1,NCc1ccc(S([NH3+])(=O)=O)cc1,drugs/NCc1ccc(S([NH3+])(=O)=O)cc1.pickle,drugs,canonical
2936,CC#CCCCC,CC#CCCCC,qm9/CC#CCCCC.pickle,qm9,canonical
2939,CCCCC#CCO,CCCCC#CCO,qm9/CCCCC#CCO.pickle,qm9,canonical
2941,CCCCC(=O)C(C)=O,CCCCC(=O)C(C)=O,qm9/CCCCC(=O)C(C)=O.pickle,qm9,canonical
2948,COc1ccc(C(=O)c2ccccc2)c(O)c1,COc1ccc(C(=O)c2ccccc2)c(O)c1,drugs/COc1ccc(C(=O)c2ccccc2)c(O)c1.pickle,drugs,canonical
2958,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,drugs/Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1.pickle,drugs,canonical
2959,Oc1cc(O)cc(O)c1,Oc1cc(O)cc(O)c1,qm9/Oc1cc(O)cc(O)c1.pickle,qm9,canonical
2960,CC#Cc1ccccc1,CC#Cc1ccccc1,qm9/CC#Cc1ccccc1.pickle,qm9,canonical
2971,Cc1c(N)c(=O)n(-c2ccccc2)n1C,Cc1c(N)c(=O)n(-c2ccccc2)n1C,drugs/Cc1c(N)c(=O)n(-c2ccccc2)n1C.pickle,drugs,canonical
2972,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,drugs/COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.pickle,drugs,canonical
2973,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,drugs/C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.pickle,drugs,canonical
2974,O=C([O-])CN(CCO)CCN(CC(=O)[O-])CC(=O)[O-],O=C([O-])CN(CCO)CCN(CC(=O)[O-])CC(=O)[O-],drugs/O=C([O-])CN(CCO)CCN(CC(=O)[O-])CC(=O)[O-].pickle,drugs,canonical
2980,Oc1ccccc1/C=N/CC/N=C/c1ccccc1O,Oc1ccccc1C=NCCN=Cc1ccccc1O,drugs/Oc1ccccc1C=NCCN=Cc1ccccc1O.pickle,drugs,no_stereo
2985,OC1CCCCCC1,OC1CCCCCC1,qm9/OC1CCCCCC1.pickle,qm9,canonical
2987,CCCC(=O)C(C)C,CCCC(=O)C(C)C,qm9/CCCC(=O)C(C)C.pickle,qm9,canonical
2991,CCCCNC(=O)CC,CCCCNC(=O)CC,qm9/CCCCNC(=O)CC.pickle,qm9,canonical
3012,CC1(C)OC(=O)NC1=O,CC1(C)OC(=O)NC1=O,drugs/CC1(C)OC(=O)NC1=O.pickle,drugs,canonical
3024,CCN(CC)c1ccc(C(=O)O)cc1,CCN(CC)c1ccc(C(=O)O)cc1,drugs/CCN(CC)c1ccc(C(=O)O)cc1.pickle,drugs,canonical
3029,COc1ccc(CCNC(=O)C(=O)NCc2ccccc2)cc1OC,COc1ccc(CCNC(=O)C(=O)NCc2ccccc2)cc1OC,drugs/COc1ccc(CCNC(=O)C(=O)NCc2ccccc2)cc1OC.pickle,drugs,canonical
3032,CN1C2CCC1CC(O)C2,CN1C2CCC1CC(O)C2,drugs/CN1C2CCC1CC(O)C2.pickle,drugs,canonical
3036,O=C1C(=O)c2cccc3cccc1c23,O=C1C(=O)c2cccc3cccc1c23,drugs/O=c1c(=O)c2cccc3cccc1c32.pickle,drugs,canonical
3056,COc1ccccc1OCC(O)CO,COc1ccccc1OCC(O)CO,drugs/COc1ccccc1OCC(O)CO.pickle,drugs,canonical
3064,CCCCOC(=O)c1cccnc1,CCCCOC(=O)c1cccnc1,drugs/CCCCOC(=O)c1cccnc1.pickle,drugs,canonical
3072,NCCc1c[nH]c2ccccc12,NCCc1c[nH]c2ccccc12,drugs/NCCc1c[nH]c2ccccc12.pickle,drugs,canonical
3075,CC(=O)Nc1ccc(OC(C)=O)cc1,CC(=O)Nc1ccc(OC(C)=O)cc1,drugs/CC(=O)Nc1ccc(OC(C)=O)cc1.pickle,drugs,canonical
3085,Oc1ccc2ccccc2c1Br,Oc1ccc2ccccc2c1Br,drugs/Oc1ccc2ccccc2c1Br.pickle,drugs,canonical
3086,O=C1C=C(O)C(=O)c2ccccc21,O=C1C=C(O)C(=O)c2ccccc21,drugs/O=C1C=C(O)C(=O)c2ccccc21.pickle,drugs,canonical
3112,CCC(=O)c1c(O)cc(O)cc1O,CCC(=O)c1c(O)cc(O)cc1O,drugs/CCC(=O)c1c(O)cc(O)cc1O.pickle,drugs,canonical
3113,COc1ccccc1OCC(=O)O,COc1ccccc1OCC(=O)O,drugs/COc1ccccc1OCC(=O)O.pickle,drugs,canonical
3115,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,drugs/Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2.pickle,drugs,canonical
3127,Nc1ccccc1C=O,Nc1ccccc1C=O,qm9/Nc1ccccc1C=O.pickle,qm9,canonical
3157,Cc1nn(C)cc1N,Cc1nn(C)cc1N,qm9/Cc1nn(C)cc1N.pickle,qm9,canonical
3168,CCn1ccc(=O)nc1,CCn1ccc(=O)nc1,qm9/CCn1ccc(=O)nc1.pickle,qm9,canonical
3172,COc1c(OC)c(O)c2c(=O)c(O)c(-c3ccccc3)oc2c1OC,COc1c(OC)c(O)c2c(=O)c(O)c(-c3ccccc3)oc2c1OC,drugs/COc1c(OC)c(O)c2c(=O)c(O)c(-c3ccccc3)oc2c1OC.pickle,drugs,canonical
3189,S=C(Cc1ccc(Cl)cc1)N1CCOCC1,S=C(Cc1ccc(Cl)cc1)N1CCOCC1,drugs/S=C(Cc1ccc(Cl)cc1)N1CCOCC1.pickle,drugs,canonical
3216,CCOC(=O)C1=C(C)NC(=O)[C@H](C#N)[C@@H]1c1ccco1,CCOC(=O)C1=C(C)NC(=O)C(C#N)C1c1ccco1,drugs/CCOC(=O)C1=C(C)NC(=O)C(C#N)C1c1ccco1.pickle,drugs,no_stereo
3348,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H]1Cl,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,drugs/ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl.pickle,drugs,no_stereo
3350,Cc1nccnc1O,Cc1nccnc1O,qm9/Cc1nccnc1O.pickle,qm9,canonical
3378,[H][C@]12[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](O)C(=O)[C@]1(C)[C@@H](O)C[C@@]1([H])OC[C@@]21OC(C)=O)C3(C)C,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,drugs/CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C.pickle,drugs,canonical
3402,Cc1cc(N)[nH]n1,Cc1cc(N)[nH]n1,qm9/Cc1cc(N)[nH]n1.pickle,qm9,canonical
3443,CC1=CCC(=O)C1=O,CC1=CCC(=O)C1=O,qm9/CC1=CCC(=O)C1=O.pickle,qm9,canonical
3595,CCOC(=O)/C(C#N)=C1/C=CN(C)C=N1,CCOC(=O)/C(C#N)=C1/C=CN(C)C=N1,drugs/CCOC(=O)_C(C#N)=C1_C=CN(C)C=N1.pickle,drugs,canonical
3641,[H][C@@]12CCC3=C/C(=N/O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CCCC(C)C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@]4(C)[C@H]3CC[C@]12C,drugs/CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=C_C(=N_O)CC[C@]4(C)[C@H]3CC[C@@]21C.pickle,drugs,canonical
3692,CCc1ccno1,CCc1ccno1,qm9/CCc1ccno1.pickle,qm9,canonical
3722,COc1cc(OC)c2c(c1)O[C@H](c1ccc(OC)c(OC)c1)[C@@H](O)C2=O,COc1cc(OC)c2c(c1)OC(c1ccc(OC)c(OC)c1)C(O)C2=O,drugs/COc1cc(OC)c2c(c1)OC(c1ccc(OC)c(OC)c1)C(O)C2=O.pickle,drugs,no_stereo
3767,C#Cc1ccn(C)c1,C#Cc1ccn(C)c1,qm9/C#Cc1ccn(C)c1.pickle,qm9,canonical
3770,CCOC(=O)c1cnc2cc3c(cn2c1=O)CCCC3,CCOC(=O)c1cnc2cc3c(cn2c1=O)CCCC3,drugs/CCOC(=O)c1cnc2cc3c(cn2c1=O)CCCC3.pickle,drugs,canonical
3899,Cc1cccnc1O,Cc1cccnc1O,qm9/Cc1cccnc1O.pickle,qm9,canonical
3970,N#Cc1c(-c2ccccc2Cl)cc(-c2ccccc2)[nH]c1=S,N#Cc1c(-c2ccccc2Cl)cc(-c2ccccc2)[nH]c1=S,drugs/N#Cc1c(-c2ccccc2Cl)cc(-c2ccccc2)[nH]c1=S.pickle,drugs,canonical
4067,Cc1nc2c(ccc3c2ccc2nc(C)sc23)s1,Cc1nc2c(ccc3c2ccc2nc(C)sc23)s1,drugs/Cc1nc2c(ccc3c2ccc2nc(C)sc23)s1.pickle,drugs,canonical
4069,COc1ccc2c(c1)OC1c3ccc(OC)cc3OCC21,COc1ccc2c(c1)OC1c3ccc(OC)cc3OCC21,drugs/COc1ccc2c(c1)OC1c3ccc(OC)cc3OCC21.pickle,drugs,canonical
4086,[H][C@@]12CC[C@H](C)C(=O)[C@]1([H])C2,C[C@H]1CC[C@H]2C[C@H]2C1=O,qm9/C[C@H]1CC[C@H]2C[C@H]2C1=O.pickle,qm9,canonical
4242,Nc1nc(-c2ccco2)cs1,Nc1nc(-c2ccco2)cs1,drugs/Nc1nc(-c2ccco2)cs1.pickle,drugs,canonical
4259,CCn1nc(C)cc1N,CCn1nc(C)cc1N,qm9/CCn1nc(C)cc1N.pickle,qm9,canonical
4600,CC1OC1(C)C(=O)C1=NNCC1c1ccccc1,CC1OC1(C)C(=O)C1=NNCC1c1ccccc1,drugs/CC1OC1(C)C(=O)C1=NNCC1c1ccccc1.pickle,drugs,canonical
4644,CC(C)C1=NN(C(=O)c2ccccc2)C(O)(C(C)(C)C)C1,CC(C)C1=NN(C(=O)c2ccccc2)C(O)(C(C)(C)C)C1,drugs/CC(C)C1=NN(C(=O)c2ccccc2)C(O)(C(C)(C)C)C1.pickle,drugs,canonical
4945,[H][C@]12[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@@H](O)[C@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](O)C(=O)[C@]1(C)[C@@H](O)C[C@@]1([H])OC[C@@]21OC(C)=O)C3(C)C,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,drugs/CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C.pickle,drugs,no_stereo
4978,Clc1ccc(CC[C@@H](Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,drugs/Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1.pickle,drugs,no_stereo
5117,[H][C@@]12C(=C[C@H](C)C[C@@H]1OC(=O)C(C)(C)CC)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,drugs/CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21.pickle,drugs,canonical
5197,Cc1cc(N)n(-c2ccccc2)n1,Cc1cc(N)n(-c2ccccc2)n1,drugs/Cc1cc(N)n(-c2ccccc2)n1.pickle,drugs,canonical
5230,CC1CC(=O)Nc2cc([N+](=O)[O-])ccc2N1,CC1CC(=O)Nc2cc([N+](=O)[O-])ccc2N1,drugs/CC1CC(=O)Nc2cc([N+](=O)[O-])ccc2N1.pickle,drugs,canonical
5496,Oc1cnccn1,Oc1cnccn1,qm9/Oc1cnccn1.pickle,qm9,canonical
5590,Cc1cc(C)n(-c2nc3ccccc3s2)n1,Cc1cc(C)n(-c2nc3ccccc3s2)n1,drugs/Cc1cc(C)n(-c2nc3ccccc3s2)n1.pickle,drugs,canonical
5679,CCOC(=O)/C(C#N)=C1/C=CN(C)C(C)=N1,CCOC(=O)/C(C#N)=C1/C=CN(C)C(C)=N1,drugs/CCOC(=O)_C(C#N)=C1_C=CN(C)C(C)=N1.pickle,drugs,canonical
5712,COC(=O)[C@H]1C[C@@H](O)C1,COC(=O)[C@H]1C[C@@H](O)C1,qm9/COC(=O)[C@H]1C[C@@H](O)C1.pickle,qm9,canonical
5738,CC(=O)Nc1cc2c(cc1C(C)=O)OCCO2,CC(=O)Nc1cc2c(cc1C(C)=O)OCCO2,drugs/CC(=O)Nc1cc2c(cc1C(C)=O)OCCO2.pickle,drugs,canonical
5808,CC(=O)N1C(O)CC(C)N1c1ccccc1,CC(=O)N1C(O)CC(C)N1c1ccccc1,drugs/CC(=O)N1C(O)CC(C)N1c1ccccc1.pickle,drugs,canonical
5845,CCOC(=O)C1=C(C)NC(=O)[C@@H](C#N)[C@@H]1c1ccco1,CCOC(=O)C1=C(C)NC(=O)C(C#N)C1c1ccco1,drugs/CCOC(=O)C1=C(C)NC(=O)C(C#N)C1c1ccco1.pickle,drugs,no_stereo
5855,CC1=CC(=O)CC1=O,CC1=CC(=O)CC1=O,qm9/CC1=CC(=O)CC1=O.pickle,qm9,canonical
5906,O=c1c2ccccc2nc2ccccn12,O=c1c2ccccc2nc2ccccn12,drugs/O=c1c2ccccc2nc2ccccn12.pickle,drugs,canonical
5978,C[C@@H]1OC(=O)O[C@@H]1C,C[C@@H]1OC(=O)O[C@@H]1C,qm9/C[C@@H]1OC(=O)O[C@@H]1C.pickle,qm9,canonical
6148,Cc1cc(Cl)nc(-n2nc(C)cc2C)n1,Cc1cc(Cl)nc(-n2nc(C)cc2C)n1,drugs/Cc1cc(Cl)nc(-n2nc(C)cc2C)n1.pickle,drugs,canonical
6154,Cn1cc2cccc([N+](=O)[O-])c2n1,Cn1cc2cccc([N+](=O)[O-])c2n1,drugs/Cn1cc2cccc([N+](=O)[O-])c2n1.pickle,drugs,canonical
6210,[H]C(=O)c1c(-c2ccccc2)cc2oc3ccccc3cc1-2,O=Cc1c(-c2ccccc2)cc2oc3ccccc3cc1-2,drugs/O=Cc1c(-c2ccccc2)cc2oc3ccccc3cc1-2.pickle,drugs,canonical
6382,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(=O)c2c(O)c(O)cc([C@H]3Oc4cc(O)cc(O)c4C[C@H]3O)c2c1)c1cc(O)c(O)c(O)c1,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(=O)c2c(O)c(O)cc(C3Oc4cc(O)cc(O)c4CC3O)c2c1)c1cc(O)c(O)c(O)c1,drugs/O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(=O)c2c(O)c(O)cc(C3Oc4cc(O)cc(O)c4CC3O)c2c1)c1cc(O)c(O)c(O)c1.pickle,drugs,no_stereo
6650,CCOP(=O)(OCC)C(NC(=O)c1ccccc1)C(Cl)(Cl)Cl,CCOP(=O)(OCC)C(NC(=O)c1ccccc1)C(Cl)(Cl)Cl,drugs/CCOP(=O)(OCC)C(NC(=O)c1ccccc1)C(Cl)(Cl)Cl.pickle,drugs,canonical
7219,Nc1ccnn1-c1ccccc1,Nc1ccnn1-c1ccccc1,drugs/Nc1ccnn1-c1ccccc1.pickle,drugs,canonical
7376,c1cnc2[nH]ccc2n1,c1cnc2[nH]ccc2n1,qm9/c1cnc2[nH]ccc2n1.pickle,qm9,canonical
7491,CC(C)(C)C1=NN(C(=O)c2ccccc2)C(O)(C(C)(C)C)C1,CC(C)(C)C1=NN(C(=O)c2ccccc2)C(O)(C(C)(C)C)C1,drugs/CC(C)(C)C1=NN(C(=O)c2ccccc2)C(O)(C(C)(C)C)C1.pickle,drugs,canonical
7519,CN1c2cccc3cccc(c23)N(C)C1(C)C,CN1c2cccc3cccc(c23)N(C)C1(C)C,drugs/CN1c2cccc3cccc(c23)N(C)C1(C)C.pickle,drugs,canonical
7614,[H][C@@]12C(=C[C@@H](O)C[C@@H]1OC(=O)[C@@H](C)CC)C=C[C@H](C)[C@@H]2CCC(O)CC(O)CC(=O)[O-],CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)[O-])C21,drugs/CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)[O-])C21.pickle,drugs,no_stereo
8057,O=S1(=O)C=CC(c2ccccc2)C1,O=S1(=O)C=CC(c2ccccc2)C1,drugs/O=S1(=O)C=CC(c2ccccc2)C1.pickle,drugs,canonical
8137,C[n+]1cccc(C(=O)O)c1,C[n+]1cccc(C(=O)O)c1,drugs/C[n+]1cccc(C(=O)O)c1.pickle,drugs,canonical
8212,[H][C@]12[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@]13C(=O)/C=C/C(=O)[C@H](O)/C(C)=C/[C@@H](C)C/C=C/[C@@]3([H])[C@]1([H])O[C@]1(C)[C@H]2C,C/C1=C\[C@@H](C)C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@]32C(=O)/C=C/C(=O)[C@@H]1O,drugs/C_C1=C\[C@@H](C)C_C=C_[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@]23C(=O)_C=C_C(=O)[C@@H]1O.pickle,drugs,canonical
8525,Cc1cc(C)n2nc(Nc3ccccc3)cc2n1,Cc1cc(C)n2nc(Nc3ccccc3)cc2n1,drugs/Cc1cc(C)n2nc(Nc3ccccc3)cc2n1.pickle,drugs,canonical
8655,Cc1nc2ccccn2c1C(=O)c1ccccc1,Cc1nc2ccccn2c1C(=O)c1ccccc1,drugs/Cc1nc2ccccn2c1C(=O)c1ccccc1.pickle,drugs,canonical
8772,COC(=O)c1cc(-c2c(C)oc3cc(O)ccc3c2=O)c(C)o1,COC(=O)c1cc(-c2c(C)oc3cc(O)ccc3c2=O)c(C)o1,drugs/COC(=O)c1cc(-c2c(C)oc3cc(O)ccc3c2=O)c(C)o1.pickle,drugs,canonical
8819,CN1CN(C)c2cccc3cccc1c23,CN1CN(C)c2cccc3cccc1c23,drugs/CN1CN(C)c2cccc3cccc1c23.pickle,drugs,canonical
