split,graph_idx,filename,SMILES,geom_smiles,geom_match_type,geom_source,geom_canonical,geom_local_pickle
train,822,09370,C(CN)C(=O)O,NCCC(=O)O,canonical,drugs,NCCC(=O)O,GEOM_HSQC_matched/NCCC(=O)O.pickle
train,823,09372,C1=CC=C(C=C1)C(=O)NCCC(=O)O,O=C(O)CCNC(=O)c1ccccc1,canonical,drugs,O=C(O)CCNC(=O)c1ccccc1,GEOM_HSQC_matched/O=C(O)CCNC(=O)c1ccccc1.pickle
train,825,09374,C1=CC=C(C=C1)C[C@H](C(=O)O)N,N[C@H](Cc1ccccc1)C(=O)O,canonical,drugs,N[C@H](Cc1ccccc1)C(=O)O,GEOM_HSQC_matched/N[C@H](Cc1ccccc1)C(=O)O.pickle
train,827,09377,C1=CC=C(C=C1)C[C@@H](C(=O)O)NC=O,O=CNC(Cc1ccccc1)C(=O)O,no_stereo,drugs,O=CNC(Cc1ccccc1)C(=O)O,GEOM_HSQC_matched/O=CNC(Cc1ccccc1)C(=O)O.pickle
train,829,09383,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,canonical,drugs,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,GEOM_HSQC_matched/COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O.pickle
train,830,09384,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)OCC2=CC=CC=C2,O=C(NC(Cc1ccccc1)C(=O)O)OCc1ccccc1,canonical,drugs,O=C(NC(Cc1ccccc1)C(=O)O)OCc1ccccc1,GEOM_HSQC_matched/O=C(NC(Cc1ccccc1)C(=O)O)OCc1ccccc1.pickle
train,832,09387,C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24,O=C(NC(Cc1ccccc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,no_stereo,drugs,O=C(NC(Cc1ccccc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,GEOM_HSQC_matched/O=C(NC(Cc1ccccc1)C(=O)O)OCC1c2ccccc2-c2ccccc21.pickle
train,833,09389,C1C[C@@H](NC1)C(=O)O,O=C(O)[C@H]1CCCN1,canonical,qm9,O=C(O)[C@H]1CCCN1,GEOM_HSQC_matched/O=C(O)[C@H]1CCCN1.pickle
train,834,09390,C1[C@H](CN[C@@H]1C(=O)O)O,O=C(O)[C@@H]1C[C@@H](O)CN1,canonical,qm9,O=C(O)[C@@H]1C[C@@H](O)CN1,GEOM_HSQC_matched/O=C(O)[C@@H]1C[C@@H](O)CN1.pickle
train,835,08286,C1[C@H](CN[C@@H]1C(=O)O)O,O=C(O)[C@@H]1C[C@@H](O)CN1,canonical,qm9,O=C(O)[C@@H]1C[C@@H](O)CN1,GEOM_HSQC_matched/O=C(O)[C@@H]1C[C@@H](O)CN1.pickle
train,836,09391,C1CC(=O)N[C@@H]1C(=O)O,O=C1CCC(C(=O)O)N1,no_stereo,drugs,O=C1CCC(C(=O)O)N1,GEOM_HSQC_matched/O=C1CCC(C(=O)O)N1.pickle
train,837,09392,C(CC(=O)N)[C@@H](C(=O)O)N,NC(=O)CC[C@H](N)C(=O)O,canonical,drugs,NC(=O)CC[C@H](N)C(=O)O,GEOM_HSQC_matched/NC(=O)CC[C@H](N)C(=O)O.pickle
train,842,09397,C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)O)N,C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O,canonical,drugs,C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O,GEOM_HSQC_matched/C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O.pickle
train,843,09398,C(CC(=O)N)[C@@H](C(=O)O)NC(=O)CN,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,canonical,drugs,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,GEOM_HSQC_matched/NCC(=O)N[C@@H](CCC(N)=O)C(=O)O.pickle
train,844,09399,CC(=O)N[C@@H](CCC(=O)N)C(=O)O,CC(=O)N[C@@H](CCC(N)=O)C(=O)O,canonical,drugs,CC(=O)N[C@@H](CCC(N)=O)C(=O)O,GEOM_HSQC_matched/CC(=O)N[C@@H](CCC(N)=O)C(=O)O.pickle
train,847,09403,C1=CC=C(C=C1)COC(=O)N[C@H](CCC(=O)O)C(=O)O,O=C(O)CCC(NC(=O)OCc1ccccc1)C(=O)O,no_stereo,drugs,O=C(O)CCC(NC(=O)OCc1ccccc1)C(=O)O,GEOM_HSQC_matched/O=C(O)CCC(NC(=O)OCc1ccccc1)C(=O)O.pickle
train,851,09409,C1=CC=C(C=C1)C(=O)N[C@@H](CC2=CN=CN2)C(=O)O,O=C(NC(Cc1cnc[nH]1)C(=O)O)c1ccccc1,no_stereo,drugs,O=C(NC(Cc1cnc[nH]1)C(=O)O)c1ccccc1,GEOM_HSQC_matched/O=C(NC(Cc1cnc[nH]1)C(=O)O)c1ccccc1.pickle
train,858,09420,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,canonical,drugs,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,GEOM_HSQC_matched/CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O.pickle
train,869,09436,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,canonical,drugs,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,GEOM_HSQC_matched/N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O.pickle
train,870,09438,CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,no_stereo,drugs,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,GEOM_HSQC_matched/CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O.pickle
train,878,09450,CC(C)C[C@@H](C(=O)O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13,CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,canonical,drugs,CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,GEOM_HSQC_matched/CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O.pickle
train,889,09466,C1[C@H](C(=O)NO1)N,N[C@@H]1CONC1=O,canonical,drugs,N[C@@H]1CONC1=O,GEOM_HSQC_matched/N[C@@H]1CONC1=O.pickle
train,890,09467,CC(C)C(C(=O)O)N,CC(C)C(N)C(=O)O,canonical,drugs,CC(C)C(N)C(=O)O,GEOM_HSQC_matched/CC(C)C(N)C(=O)O.pickle
train,901,09480,C1=CC=C(C=C1)COC(=O)N[C@@H](CCCN=C(N)N)C(=O)O,NC(N)=NCCC[C@H](NC(=O)OCc1ccccc1)C(=O)O,canonical,drugs,NC(N)=NCCC[C@H](NC(=O)OCc1ccccc1)C(=O)O,GEOM_HSQC_matched/NC(N)=NCCC[C@H](NC(=O)OCc1ccccc1)C(=O)O.pickle
train,904,09484,CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CCCN=C(N)N)C(=O)OC,COC(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)c1ccc(C)cc1,canonical,drugs,COC(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)c1ccc(C)cc1,GEOM_HSQC_matched/COC(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)c1ccc(C)cc1.pickle
train,907,09488,C1=CC=C(C=C1)COC(=O)N[C@@H](CC(=O)N)C(=O)O,NC(=O)CC(NC(=O)OCc1ccccc1)C(=O)O,no_stereo,drugs,NC(=O)CC(NC(=O)OCc1ccccc1)C(=O)O,GEOM_HSQC_matched/NC(=O)CC(NC(=O)OCc1ccccc1)C(=O)O.pickle
train,908,09489,CC(C)(C)OC(=O)N[C@@H](CC(=O)OCC1=CC=CC=C1)C(=O)O,CC(C)(C)OC(=O)N[C@@H](CC(=O)OCc1ccccc1)C(=O)O,canonical,drugs,CC(C)(C)OC(=O)N[C@@H](CC(=O)OCc1ccccc1)C(=O)O,GEOM_HSQC_matched/CC(C)(C)OC(=O)N[C@@H](CC(=O)OCc1ccccc1)C(=O)O.pickle
train,915,09497,CSCCC(C(=O)O)N,CSCCC(N)C(=O)O,canonical,drugs,CSCCC(N)C(=O)O,GEOM_HSQC_matched/CSCCC(N)C(=O)O.pickle
train,919,09504,CN(C)CC(=O)O,CN(C)CC(=O)O,canonical,qm9,CN(C)CC(=O)O,GEOM_HSQC_matched/CN(C)CC(=O)O.pickle
train,920,09505,C(C(=O)NCC(=O)O)N,NCC(=O)NCC(=O)O,canonical,drugs,NCC(=O)NCC(=O)O,GEOM_HSQC_matched/NCC(=O)NCC(=O)O.pickle
train,931,09527,CC(C)([C@@H](C(=O)O)N)S,CC(C)(S)C(N)C(=O)O,no_stereo,drugs,CC(C)(S)C(N)C(=O)O,GEOM_HSQC_matched/CC(C)(S)C(N)C(=O)O.pickle
train,932,09528,CC(C)C[C@@H](C(=O)O)NC(=O)C,CC(=O)N[C@@H](CC(C)C)C(=O)O,canonical,drugs,CC(=O)N[C@@H](CC(C)C)C(=O)O,GEOM_HSQC_matched/CC(=O)N[C@@H](CC(C)C)C(=O)O.pickle
train,935,09535,C(CO)[C@@H](C(=O)O)N,N[C@@H](CCO)C(=O)O,canonical,qm9,N[C@@H](CCO)C(=O)O,GEOM_HSQC_matched/N[C@@H](CCO)C(=O)O.pickle
train,939,09539,CCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,canonical,drugs,CCCCCCCCCCCC(=O)O,GEOM_HSQC_matched/CCCCCCCCCCCC(=O)O.pickle
train,940,09540,CCCCCCCC(=O)O,CCCCCCCC(=O)O,canonical,drugs,CCCCCCCC(=O)O,GEOM_HSQC_matched/CCCCCCCC(=O)O.pickle
train,942,09542,CCCC(=O)O,CCCC(=O)O,canonical,drugs,CCCC(=O)O,GEOM_HSQC_matched/CCCC(=O)O.pickle
train,944,09544,CCCCCCCCC(=O)O,CCCCCCCCC(=O)O,canonical,drugs,CCCCCCCCC(=O)O,GEOM_HSQC_matched/CCCCCCCCC(=O)O.pickle
train,946,09546,CCCCCCCCCCC(=O)O,CCCCCCCCCCC(=O)O,canonical,drugs,CCCCCCCCCCC(=O)O,GEOM_HSQC_matched/CCCCCCCCCCC(=O)O.pickle
train,964,09566,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,canonical,drugs,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,GEOM_HSQC_matched/O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.pickle
train,969,09571,CC(=O)CCC(=O)OC,COC(=O)CCC(C)=O,canonical,qm9,COC(=O)CCC(C)=O,GEOM_HSQC_matched/COC(=O)CCC(C)=O.pickle
train,970,09572,CC(=O)CCC(=O)O,CC(=O)CCC(=O)O,canonical,drugs,CC(=O)CCC(=O)O,GEOM_HSQC_matched/CC(=O)CCC(=O)O.pickle
train,975,09579,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O,canonical,drugs,CCCCCCCC/C=C\CCCCCCCC(=O)O,GEOM_HSQC_matched/CCCCCCCC(=O)O.pickle
train,978,09582,CCCCCC[C@H](C/C=C\CCCCCCCC(=O)O)O,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O,canonical,drugs,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O,GEOM_HSQC_matched/CCCCCCCC(=O)O.pickle
train,982,09586,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,canonical,drugs,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,
train,997,09603,CC(=CCC/C(=C\COC(=O)C)/C)C,CC(=O)OC/C=C(/C)CCC=C(C)C,canonical,drugs,CC(=O)OC/C=C(/C)CCC=C(C)C,GEOM_HSQC_matched/CC(=O)OC_C=C(_C)CCC=C(C)C.pickle
train,1000,09606,CC(=CCCC(C)(C=C)O)C,C=CC(C)(O)CCC=C(C)C,canonical,drugs,C=CC(C)(O)CCC=C(C)C,GEOM_HSQC_matched/C=CC(C)(O)CCC=C(C)C.pickle
train,1003,09609,C(C(CO)O)O,OCC(O)CO,canonical,qm9,OCC(O)CO,GEOM_HSQC_matched/OCC(O)CO.pickle
train,1004,09610,CCCCCCCCCC(=O)OCC(CO)O,CCCCCCCCCC(=O)OCC(O)CO,canonical,drugs,CCCCCCCCCC(=O)OCC(O)CO,GEOM_HSQC_matched/CCCCCCCCCC(=O)OCC(O)CO.pickle
train,1031,09644,C1=CC2=C(C(=O)C=CC2=O)C(=C1)O,O=C1C=CC(=O)c2c(O)cccc21,canonical,drugs,O=C1C=CC(=O)c2c(O)cccc21,GEOM_HSQC_matched/O=C1C=CC(=O)c2c(O)cccc21.pickle
train,1033,09646,CC1=CC(=O)C2=CC=CC=C2C1=O,CC1=CC(=O)c2ccccc2C1=O,canonical,drugs,CC1=CC(=O)c2ccccc2C1=O,GEOM_HSQC_matched/CC1=CC(=O)c2ccccc2C1=O.pickle
train,1039,09652,C1=CC=C2C(=C1)C=CC(=O)C2=O,O=C1C=Cc2ccccc2C1=O,canonical,drugs,O=C1C=Cc2ccccc2C1=O,GEOM_HSQC_matched/O=C1C=Cc2ccccc2C1=O.pickle
train,1040,09653,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O,O=C1c2ccccc2C(=O)c2ccccc21,canonical,drugs,O=C1c2ccccc2C(=O)c2ccccc21,GEOM_HSQC_matched/O=C1c2ccccc2C(=O)c2ccccc21.pickle
train,1042,09655,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,canonical,drugs,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,GEOM_HSQC_matched/O=C1c2cccc(O)c2C(=O)c2c(O)cccc21.pickle
train,1046,09661,C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)O)N,Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,canonical,drugs,Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,GEOM_HSQC_matched/Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O.pickle
train,1050,09665,CC(C)(C)C1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,CC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,canonical,drugs,CC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,GEOM_HSQC_matched/CC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O.pickle
train,1054,09671,C1=CC=C2C(=C1)C=CO2,c1ccc2occc2c1,canonical,qm9,c1ccc2occc2c1,GEOM_HSQC_matched/c1ccc2occc2c1.pickle
train,1060,09678,C1=CC=C2C(=C1)C=CC(=O)O2,O=c1ccc2ccccc2o1,canonical,drugs,O=c1ccc2ccccc2o1,GEOM_HSQC_matched/O=c1ccc2ccccc2o1.pickle
train,1065,09683,C1=CC(=O)OC2=CC(=C(C=C21)O)O,O=c1ccc2cc(O)c(O)cc2o1,canonical,drugs,O=c1ccc2cc(O)c(O)cc2o1,GEOM_HSQC_matched/O=c1ccc2cc(O)c(O)cc2o1.pickle
train,1066,09684,CC1=CC(=O)OC2=CC3=C(C=C12)OCO3,Cc1cc(=O)oc2cc3c(cc12)OCO3,canonical,drugs,Cc1cc(=O)oc2cc3c(cc12)OCO3,GEOM_HSQC_matched/Cc1cc(=O)oc2cc3c(cc12)OCO3.pickle
train,1067,09685,C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O,O=c1c(O)c(-c2ccccc2)oc2ccccc12,canonical,drugs,O=c1c(O)c(-c2ccccc2)oc2ccccc12,GEOM_HSQC_matched/O=c1c(O)c(-c2ccccc2)oc2ccccc12.pickle
train,1068,11758,C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3O2)O,O=c1c(O)c(-c2ccccc2)oc2ccccc12,canonical,drugs,O=c1c(O)c(-c2ccccc2)oc2ccccc12,GEOM_HSQC_matched/O=c1c(O)c(-c2ccccc2)oc2ccccc12.pickle
train,1069,09686,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)O,O=c1cc(-c2ccccc2)oc2ccc(O)cc12,canonical,drugs,O=c1cc(-c2ccccc2)oc2ccc(O)cc12,GEOM_HSQC_matched/O=c1cc(-c2ccccc2)oc2ccc(O)cc12.pickle
train,1070,11275,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)O,O=c1cc(-c2ccccc2)oc2ccc(O)cc12,canonical,drugs,O=c1cc(-c2ccccc2)oc2ccc(O)cc12,GEOM_HSQC_matched/O=c1cc(-c2ccccc2)oc2ccc(O)cc12.pickle
train,1071,09687,C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)O,O=C(O)c1cc(=O)c2ccccc2o1,canonical,drugs,O=C(O)c1cc(=O)c2ccccc2o1,GEOM_HSQC_matched/O=C(O)c1cc(=O)c2ccccc2o1.pickle
train,1072,09688,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,canonical,drugs,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,GEOM_HSQC_matched/O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12.pickle
train,1073,09689,CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,canonical,drugs,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,GEOM_HSQC_matched/COc1c2occc2c(OC)c2c(=O)cc(C)oc12.pickle
train,1074,09690,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3O2,O=c1c2ccccc2oc2ccccc12,canonical,drugs,O=c1c2ccccc2oc2ccccc12,GEOM_HSQC_matched/O=c1c2ccccc2oc2ccccc12.pickle
train,1075,11301,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3O2,O=c1c2ccccc2oc2ccccc12,canonical,drugs,O=c1c2ccccc2oc2ccccc12,GEOM_HSQC_matched/O=c1c2ccccc2oc2ccccc12.pickle
train,1077,09692,COC1=C(C=CC(=C1)CC=C)O,C=CCc1ccc(O)c(OC)c1,canonical,drugs,C=CCc1ccc(O)c(OC)c1,GEOM_HSQC_matched/C=CCc1ccc(O)c(OC)c1.pickle
train,1078,09693,C/C=C/C1=CC(=C(C=C1)O)OC,C/C=C/c1ccc(O)c(OC)c1,canonical,drugs,C/C=C/c1ccc(O)c(OC)c1,GEOM_HSQC_matched/C_C=C_c1ccc(O)c(OC)c1.pickle
train,1082,09697,C1=CC=C(C=C1)/C=C/C(=O)O,O=C(O)/C=C/c1ccccc1,canonical,drugs,O=C(O)/C=C/c1ccccc1,GEOM_HSQC_matched/O=C(O)_C=C_c1ccccc1.pickle
train,1085,09700,C1=CC=C(C=C1)/C=C/C=O,O=C/C=C/c1ccccc1,canonical,drugs,O=C/C=C/c1ccccc1,GEOM_HSQC_matched/O=C_C=C_c1ccccc1.pickle
train,1087,09702,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2,O=C(/C=C/c1ccccc1)c1ccccc1,canonical,drugs,O=C(/C=C/c1ccccc1)c1ccccc1,GEOM_HSQC_matched/O=C(_C=C_c1ccccc1)c1ccccc1.pickle
train,1091,09707,C1=CC=C(C=C1)CONC(=O)N,NC(=O)NOCc1ccccc1,canonical,drugs,NC(=O)NOCc1ccccc1,GEOM_HSQC_matched/NC(=O)NOCc1ccccc1.pickle
train,1095,09713,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2,C1=Cc2ccccc2Nc2ccccc21,canonical,drugs,C1=Cc2ccccc2Nc2ccccc21,GEOM_HSQC_matched/C1=Cc2ccccc2Nc2ccccc21.pickle
train,1096,09714,C1C2=CC=CC=C2CNC3=CC=CC=C31,c1ccc2c(c1)CNc1ccccc1C2,canonical,drugs,c1ccc2c(c1)CNc1ccccc1C2,GEOM_HSQC_matched/c1ccc2c(c1)CNc1ccccc1C2.pickle
train,1098,09716,CN1CCCCCC1=O,CN1CCCCCC1=O,canonical,qm9,CN1CCCCCC1=O,GEOM_HSQC_matched/CN1CCCCCC1=O.pickle
train,1102,09721,C1CCC2=NCCCN2CC1,C1CCC2=NCCCN2CC1,canonical,drugs,C1CCC2=NCCCN2CC1,GEOM_HSQC_matched/C1CCC2=NCCCN2CC1.pickle
train,1103,09722,C1CCC2=NN=NN2CC1,C1CCc2nnnn2CC1,canonical,drugs,C1CCc2nnnn2CC1,GEOM_HSQC_matched/C1CCc2nnnn2CC1.pickle
train,1109,09729,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,canonical,drugs,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,GEOM_HSQC_matched/COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2.pickle
train,1113,09733,COC(=O)C1=CC(=C(C(=C1)O)O)O,COC(=O)c1cc(O)c(O)c(O)c1,canonical,drugs,COC(=O)c1cc(O)c(O)c(O)c1,GEOM_HSQC_matched/COC(=O)c1cc(O)c(O)c(O)c1.pickle
train,1115,09735,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,canonical,drugs,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,GEOM_HSQC_matched/Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C.pickle
train,1116,09736,C([C@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,O=C1OC(C(O)CO)C(O)=C1O,no_stereo,drugs,O=C1OC(C(O)CO)C(O)=C1O,GEOM_HSQC_matched/O=C1OC(C(O)CO)C(O)=C1O.pickle
train,1117,09738,CCCCCCCCCCCCCCCC(=O)OC[C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,canonical,drugs,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,GEOM_HSQC_matched/CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O.pickle
train,1118,09739,C1OC2=CC=CC=C2O1,c1ccc2c(c1)OCO2,canonical,qm9,c1ccc2c(c1)OCO2,GEOM_HSQC_matched/c1ccc2c(c1)OCO2.pickle
train,1119,09740,C=CCC1=CC2=C(C=C1)OCO2,C=CCc1ccc2c(c1)OCO2,canonical,drugs,C=CCc1ccc2c(c1)OCO2,GEOM_HSQC_matched/C=CCc1ccc2c(c1)OCO2.pickle
train,1120,09741,C/C=C/C1=CC2=C(C=C1)OCO2,CC=Cc1ccc2c(c1)OCO2,no_stereo,drugs,CC=Cc1ccc2c(c1)OCO2,GEOM_HSQC_matched/CC=Cc1ccc2c(c1)OCO2.pickle
train,1123,09745,C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O,O=C(O)C1(O)CC(O)C(O)C(O)C1,no_stereo,drugs,O=C(O)C1(O)CC(O)C(O)C(O)C1,GEOM_HSQC_matched/O=C(O)C1(O)CC(O)C(O)C(O)C1.pickle
train,1127,09753,COC1=CC=C(C=C1)C(=O)O,COc1ccc(C(=O)O)cc1,canonical,drugs,COc1ccc(C(=O)O)cc1,GEOM_HSQC_matched/COc1ccc(C(=O)O)cc1.pickle
train,1131,09759,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)Oc1ccccc1C(=O)O,canonical,drugs,CC(=O)Oc1ccccc1C(=O)O,GEOM_HSQC_matched/CC(=O)Oc1ccccc1C(=O)O.pickle
train,1132,09760,CC(=CCC/C(=C/CO)/C)C,CC(C)=CCC/C(C)=C/CO,canonical,drugs,CC(C)=CCC/C(C)=C/CO,GEOM_HSQC_matched/CC(C)=CCC_C(C)=C_CO.pickle
train,1136,09764,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,canonical,drugs,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,GEOM_HSQC_matched/CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C.pickle
train,1137,09769,C1CC(=O)OC1,O=C1CCCO1,canonical,qm9,O=C1CCCO1,GEOM_HSQC_matched/O=C1CCCO1.pickle
train,1141,09774,C1CCOC(=O)C1,O=C1CCCCO1,canonical,qm9,O=C1CCCCO1,GEOM_HSQC_matched/O=C1CCCCO1.pickle
train,1143,09776,C1CC(=O)C=C1,O=C1C=CCC1,canonical,qm9,O=C1C=CCC1,GEOM_HSQC_matched/O=C1C=CCC1.pickle
train,1144,09777,C1=CNC=C1,c1cc[nH]c1,canonical,qm9,c1cc[nH]c1,GEOM_HSQC_matched/c1cc[nH]c1.pickle
train,1145,09778,CN1C=CC=C1,Cn1cccc1,canonical,qm9,Cn1cccc1,GEOM_HSQC_matched/Cn1cccc1.pickle
train,1146,09779,C1=CNC(=C1)C=O,O=Cc1ccc[nH]1,canonical,qm9,O=Cc1ccc[nH]1,GEOM_HSQC_matched/O=Cc1ccc[nH]1.pickle
train,1148,09781,C1=COC=C1,c1ccoc1,canonical,qm9,c1ccoc1,GEOM_HSQC_matched/c1ccoc1.pickle
train,1150,09783,CC1=COC=C1,Cc1ccoc1,canonical,qm9,Cc1ccoc1,GEOM_HSQC_matched/Cc1ccoc1.pickle
train,1151,09784,C1=CC=C2C(=C1)C=CN2,c1ccc2[nH]ccc2c1,canonical,qm9,c1ccc2[nH]ccc2c1,GEOM_HSQC_matched/c1ccc2[nH]ccc2c1.pickle
train,1154,09787,CC1=CNC2=CC=CC=C12,Cc1c[nH]c2ccccc12,canonical,drugs,Cc1c[nH]c2ccccc12,GEOM_HSQC_matched/Cc1c[nH]c2ccccc12.pickle
train,1156,09789,C1=CC2=C(C=CN2)C=C1O,Oc1ccc2[nH]ccc2c1,canonical,drugs,Oc1ccc2[nH]ccc2c1,GEOM_HSQC_matched/Oc1ccc2[nH]ccc2c1.pickle
train,1159,09792,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)O,O=C(C=Cc1ccccc1)c1ccc(O)cc1,no_stereo,drugs,O=C(C=Cc1ccccc1)c1ccc(O)cc1,GEOM_HSQC_matched/O=C(C=Cc1ccccc1)c1ccc(O)cc1.pickle
train,1160,09793,C1=CC=C(C=C1)O,Oc1ccccc1,canonical,qm9,Oc1ccccc1,GEOM_HSQC_matched/Oc1ccccc1.pickle
train,1161,09794,C1=CC(=CC(=C1)O)O,Oc1cccc(O)c1,canonical,qm9,Oc1cccc(O)c1,GEOM_HSQC_matched/Oc1cccc(O)c1.pickle
