nmr_graph_idx,nmr_smiles,geom_smiles,geom_original_smiles,similarity,source
13752,CCC(=O)c1ccc(OC)c(C)c1OC,CCC(=O)c1ccc(OC)c(OC)c1O,CCC(=O)c1ccc(OC)c(OC)c1O,0.6571428571428571,drugs
13759,COC(=O)c1cc(OC)c(OC)cc1[N+](=O)[O-],CCCNC(=O)c1cc(OC)c(OC)cc1[N+](=O)[O-],CCCNC(=O)c1cc(OC)c(OC)cc1[N+](=O)[O-],0.625,drugs
13759,COC(=O)c1cc(OC)c(OC)cc1[N+](=O)[O-],COC(=O)c1cc(OC)c(OC)c(OC)c1[N+](=O)[O-],COC(=O)c1cc(OC)c(OC)c(OC)c1[N+](=O)[O-],0.6052631578947368,drugs
13762,Cc1noc(C)c1CCl,CCc1c(C)noc1C,CCc1c(C)noc1C,0.625,qm9
13762,Cc1noc(C)c1CCl,Cc1noc(C)c1CO,Cc1noc(C)c1CO,0.6,qm9
13772,Oc1ccccc1-c1nc2ccccc2o1,Cc1ccccc1-c1nc2ccccc2o1,Cc1ccccc1-c1nc2ccccc2o1,0.6363636363636364,drugs
13774,Cc1nc2cc(Cl)ccc2o1,Nc1nc2cc(Cl)ccc2o1,Nc1nc2cc(Cl)ccc2o1,0.6129032258064516,drugs
13778,c1ccc(-c2cnc(-c3ccncc3)o2)cc1,Cc1ccc(-c2cnc(-c3ccncc3)o2)cc1,Cc1ccc(-c2cnc(-c3ccncc3)o2)cc1,0.696969696969697,drugs
13783,CC(C)(C)c1cc(CO)cc(C(C)(C)C)c1O,CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.6071428571428571,drugs
13788,COC(=O)c1ccc(O)c(OC)c1,COc1cc(C(C)=O)ccc1O,COc1cc(C(C)=O)ccc1O,0.7,drugs
13788,COC(=O)c1ccc(O)c(OC)c1,CCCOC(=O)c1ccc(O)c(OC)c1,CCCOC(=O)c1ccc(O)c(OC)c1,0.6571428571428571,drugs
13790,CCOc1cc(C(=O)O)cc(OCC)c1OCC,CCOc1cc(C(N)=O)cc(OCC)c1OCC,CCOc1cc(C(N)=O)cc(OCC)c1OCC,0.7,drugs
13790,CCOc1cc(C(=O)O)cc(OCC)c1OCC,CCOc1cc(C(=O)NC)cc(OCC)c1OCC,CCOc1cc(C(=O)NC)cc(OCC)c1OCC,0.65625,drugs
13790,CCOc1cc(C(=O)O)cc(OCC)c1OCC,CCOc1cc(C(=O)O)cc(Cl)c1OCC#N,CCOc1cc(C(=O)O)cc(Cl)c1OCC#N,0.6052631578947368,drugs
13816,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1,0.7222222222222222,drugs
13871,CC(=O)c1c(C)cc(C(C)(C)C)cc1C,Cc1cc(C(C)(C)C)cc(C)c1C(=O)O,Cc1cc(C(C)(C)C)cc(C)c1C(=O)O,0.68,drugs
13873,COC(=O)c1nc(Cl)c(Cl)nc1N,COC(=O)c1nc(Cl)c(Cl)c(N)c1Cl,COC(=O)c1nc(Cl)c(Cl)c(N)c1Cl,0.6666666666666666,drugs
13875,O=C(OCc1ccccc1)c1ccccc1O,O=C(O)c1ccccc1C(=O)OCc1ccccc1,O=C(O)c1ccccc1C(=O)OCc1ccccc1,0.7096774193548387,drugs
13875,O=C(OCc1ccccc1)c1ccccc1O,O=C(OCc1ccccc1)c1cccnc1Cl,O=C(OCc1ccccc1)c1cccnc1Cl,0.6216216216216216,drugs
13875,O=C(OCc1ccccc1)c1ccccc1O,O=C(OCc1ccccc1)c1ccccc1,O=C(OCc1ccccc1)c1ccccc1,0.6129032258064516,drugs
13884,Nc1cc(Br)ccc1Br,Nc1ccc(Br)cc1Br,Nc1ccc(Br)cc1Br,0.6190476190476191,drugs
13895,N#CC1CCC1C#N,N#C[C@@H]1CC[C@@H]1C#N,N#C[C@H]1CC[C@H]1C#N,1.0,qm9
13895,N#CC1CCC1C#N,N#C[C@@H]1CCC[C@@H]1C#N,N#C[C@H]1CCC[C@H]1C#N,0.7142857142857143,qm9
13895,N#CC1CCC1C#N,C#C[C@H]1CC[C@H]1C#N,C#C[C@H]1CC[C@H]1C#N,0.6875,qm9
13904,C=CCOC(=O)CC#N,N#CCC(=O)OCC=O,N#CCC(=O)OCC=O,0.6666666666666666,qm9
13907,N#CCCCCl,N#CCCCC#N,N#CCCCC#N,0.6,qm9
13907,N#CCCCCl,N#CCCCCC#N,N#CCCCCC#N,0.6,qm9
13910,N#CCCCCBr,N#CCCCCCC#N,N#CCCCCCC#N,0.625,qm9
13916,CCOC(CC#N)OCC,CCO[C@@H](C)CC#N,CCO[C@@H](C)CC#N,0.6086956521739131,qm9
13922,CCOC(C#N)OCC,CCOC(C#N)C#N,CCOC(C#N)C#N,0.6,qm9
13923,COC(CC#N)OC,COC(CC#N)CC#N,COC(CC#N)CC#N,0.6,qm9
13924,COC(CCC#N)OC,CO[C@@H](C)CCC#N,CO[C@@H](C)CCC#N,0.6086956521739131,qm9
13925,CCOC(CCC#N)OCC,CCO[C@@H](C)CCC#N,CCO[C@@H](C)CCC#N,0.64,qm9
13936,N#CCCN1CCCCC1,N#CCCN1CCC1,N#CCCN1CCC1,0.85,qm9
13936,N#CCCN1CCCCC1,N#CCCCCN1CCCC1,N#CCCCCN1CCCC1,0.6666666666666666,drugs
13936,N#CCCN1CCCCC1,N#CCCN1CCNCC1,N#CCCN1CCNCC1,0.6,drugs
13942,CCN1CCCC1,CCN1CC1,CCN1CC1,0.7142857142857143,qm9
13944,C#CCN1CCCC1,C#CCN1CC1,C#CCN1CC1,0.7647058823529411,qm9
13945,C1CCC(N2CCCC2)CC1,C1CCCC(N2CC[NH2+]CC2)CC1,C1CCCC(N2CC[NH2+]CC2)CC1,0.6190476190476191,drugs
13945,C1CCC(N2CCCC2)CC1,C1CCCN(C2CC[NH2+]CC2)CC1,C1CCCN(C2CC[NH2+]CC2)CC1,0.6190476190476191,drugs
13947,CC(C)(C)CN1CCCC1,CC(C)(C)CN1CC1,CC(C)(C)CN1CC1,0.7647058823529411,qm9
13947,CC(C)(C)CN1CCCC1,CC(C)(N)CN1CCCC1,CC(C)(N)CN1CCCC1,0.6190476190476191,drugs
13950,c1ccc(N2CCCC2)cc1,c1ccc(N2CC2)cc1,c1ccc(N2CC2)cc1,0.7777777777777778,qm9
13963,CC(=O)OC(C)(C#N)C#N,CC(=O)OC(C)(C)C#N,CC(=O)OC(C)(C)C#N,0.6521739130434783,qm9
13969,NCCc1ccc(N)cc1,NCCc1ccc(O)cc1,NCCc1ccc(O)cc1,0.6190476190476191,drugs
13975,CCOC(=O)C(C#N)=c1sc(=C(C#N)C(=O)OCC)s1,CCOC(=O)/C(C#N)=C1\SS/C(=C(/C#N)C(=O)OCC)S1,CCOC(=O)/C(C#N)=C1\SS/C(=C(/C#N)C(=O)OCC)S1,0.6363636363636364,drugs
13979,N#CC(N)C(N)=O,N#C[C@H](N)C(N)=O,N#C[C@H](N)C(N)=O,1.0,qm9
13981,CC(=O)NNC(=O)CC#N,CC(=O)NC(=O)CC#N,CC(=O)NC(=O)CC#N,0.64,qm9
14003,Nc1ccc(Cl)c(C(=O)O)c1,Nc1ccc(O)c(C(=O)O)c1,Nc1ccc(O)c(C(=O)O)c1,0.6071428571428571,drugs
14006,Nc1ccc([N+](=O)[O-])cc1N,Nc1cc([N+](=O)[O-])ccc1O,Nc1cc([N+](=O)[O-])ccc1O,0.6923076923076923,drugs
14007,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,0.6071428571428571,drugs
14020,COC(=O)c1ccccc1NC(=O)NCCCl,COc1ccccc1NC(=O)NCCCl,COc1ccccc1NC(=O)NCCCl,0.675,drugs
14020,COC(=O)c1ccccc1NC(=O)NCCCl,CSc1ccccc1NC(=O)NCCCl,CSc1ccccc1NC(=O)NCCCl,0.6097560975609756,drugs
14022,COc1ccc([N+](=O)[O-])cn1,O=[N+]([O-])c1ccc(OCCO)nc1,O=[N+]([O-])c1ccc(OCCO)nc1,0.6,drugs
14029,CNc1ccc([N+](=O)[O-])cc1,CCNc1ccc([N+](=O)[O-])cc1,CCNc1ccc([N+](=O)[O-])cc1,0.6071428571428571,drugs
14049,O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,Nc1ccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,Nc1ccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0.7297297297297297,drugs
14049,O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,Nc1cc([N+](=O)[O-])ccc1Nc1ccc(O)cc1,Nc1cc([N+](=O)[O-])ccc1Nc1ccc(O)cc1,0.7105263157894737,drugs
14049,O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,NC(=O)c1ccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,NC(=O)c1ccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0.7,drugs
14065,NCCNCCO,OCCNCCO,OCCNCCO,0.6666666666666666,drugs
14068,NCCOCCO,OCCOCCO,OCCOCCO,0.6666666666666666,qm9
14074,CC(O)CNCC(C)O,C[C@@H](O)CNCC#N,C[C@@H](O)CNCC#N,0.6,qm9
14077,CN(CCO)CCO,CN(CCO)CCC#N,CN(CCO)CCC#N,0.6,qm9
14079,COc1cc(CO)c([N+](=O)[O-])cc1OC,COc1cc(CC(=O)O)c([N+](=O)[O-])cc1OC,COc1cc(CC(=O)O)c([N+](=O)[O-])cc1OC,0.6857142857142857,drugs
14084,NNC(=O)c1ccccc1O,O=C(NO)c1ccccc1O,O=C(NO)c1ccccc1O,0.6538461538461539,drugs
14088,C=CC(=O)OCCO,O=CC(=O)OCCO,O=CC(=O)OCCO,0.6086956521739131,qm9
14089,C=C(C)C(=O)OCCO,CC(=O)C(=O)OCCO,CC(=O)C(=O)OCCO,0.6521739130434783,qm9
14112,O=C(Nc1ccccc1)c1cc(Cl)ccc1O,O=C(Nc1ccccc1)c1ccccc1O,O=C(Nc1ccccc1)c1ccccc1O,0.6363636363636364,drugs
14125,Cc1cc(O)cc(O)c1Cl,Cc1cc(O)cc(C)c1Cl,Cc1cc(O)cc(C)c1Cl,0.75,drugs
14130,NC(=O)Cc1cccc(Cl)c1,NC(=O)NCc1cccc(Cl)c1,NC(=O)NCc1cccc(Cl)c1,0.6060606060606061,drugs
14163,c1ccc(Oc2ncccn2)cc1,Nc1ccc(Oc2ncccn2)cc1,Nc1ccc(Oc2ncccn2)cc1,0.64,drugs
14165,COc1cccnc1OC,COc1cccnc1F,COc1cccnc1F,0.6538461538461539,qm9
14165,COc1cccnc1OC,COc1ncccc1F,COc1ncccc1F,0.6538461538461539,qm9
14165,COc1cccnc1OC,COc1cccnc1C,COc1cccnc1C,0.6153846153846154,qm9
14177,CCc1cccc(OC)n1,CNCc1cccc(OC)n1,CNCc1cccc(OC)n1,0.6333333333333333,drugs
14185,NC(CCl)Cc1c[nH]cn1,C[C@@H](N)Cc1c[nH]cn1,C[C@@H](N)Cc1c[nH]cn1,0.6129032258064516,drugs
14185,NC(CCl)Cc1c[nH]cn1,C[C@H](N)Cc1c[nH]cn1,C[C@H](N)Cc1c[nH]cn1,0.6129032258064516,drugs
14196,Cc1ccccc1-c1nnc(-c2ccccc2C)n1N,Nc1ccccc1-c1nnc(-c2ccccc2N)n1N,Nc1ccccc1-c1nnc(-c2ccccc2N)n1N,0.6296296296296297,drugs
14196,Cc1ccccc1-c1nnc(-c2ccccc2C)n1N,Nn1c(-c2ccccc2Cl)nnc1-c1ccccc1Cl,Nn1c(-c2ccccc2Cl)nnc1-c1ccccc1Cl,0.6071428571428571,drugs
14197,Cc1ccc(-c2nnc(-c3ccc(C)cc3)n2N)cc1,Nn1c(-c2ccc(O)cc2)nnc1-c1ccc(O)cc1,Nn1c(-c2ccc(O)cc2)nnc1-c1ccc(O)cc1,0.64,drugs
14197,Cc1ccc(-c2nnc(-c3ccc(C)cc3)n2N)cc1,Nn1c(-c2ccccc2)nnc1-c1ccccc1,Nn1c(-c2ccccc2)nnc1-c1ccccc1,0.625,drugs
14247,CCc1csc(-c2ccccc2)n1,O=C(O)Cc1csc(-c2ccccc2)n1,O=C(O)Cc1csc(-c2ccccc2)n1,0.6176470588235294,drugs
14263,C[P+](C)(C)C,CC(C)C,CC(C)C,0.6,qm9
14287,Cc1csc(NC(=O)C(Cl)(Cl)Cl)n1,Cc1csc(NC(=O)C(F)(F)F)n1,Cc1csc(NC(=O)C(F)(F)F)n1,0.7058823529411765,drugs
14302,CC1(C)[C@H](C(=O)O)[C@@H]1C=C(Cl)Cl,CC(C)=CC1C(C(=O)O)C1(C)C,CC(C)=CC1C(C(=O)O)C1(C)C,0.6923076923076923,drugs
14324,NC(=O)CCn1cnnn1,NC(=O)Cn1cnnn1,NC(=O)Cn1cnnn1,0.6551724137931034,qm9
14326,O=C(O)CCCn1cnc([N+](=O)[O-])n1,CC(=O)CCn1cnc([N+](=O)[O-])n1,CC(=O)CCn1cnc([N+](=O)[O-])n1,0.6666666666666666,drugs
14347,O=C(O)c1coc(=O)c2ccccc12,O=C(O)c1coc2ccccc12,O=C(O)c1coc2ccccc12,0.6333333333333333,drugs
14349,CC(C)(CCl)C(N)C#N,CCC(C)(C)[C@@H](N)C#N,CCC(C)(C)[C@@H](N)C#N,0.625,qm9
14349,CC(C)(CCl)C(N)C#N,CC(C)(CO)[C@@H](N)C#N,CC(C)(CO)[C@@H](N)C#N,0.6,qm9
14351,CC(CO)C(C)(C)O,C[C@@H](CO)C(C)(C)O,C[C@@H](CO)C(C)(C)O,1.0,qm9
14351,CC(CO)C(C)(C)O,C[C@@H](CO)C(C)(C)C,C[C@@H](CO)C(C)(C)C,0.6111111111111112,qm9
14351,CC(CO)C(C)(C)O,C[C@@H](CCO)C(C)(C)O,C[C@@H](CCO)C(C)(C)O,0.6,qm9
14352,C[C@@H](O)[C@H](C)C(C)(C)O,C[C@H]([C@@H](C)O)C(C)(C)O,C[C@@H](O)[C@@H](C)C(C)(C)O,1.0,qm9
14366,CC1(O)C=CC(=O)CO1,CC1(C)C=CC(=O)CO1,CC1(C)C=CC(=O)CO1,0.6296296296296297,qm9
14369,CC1=CC(C)OC(C)C1,CC1=C[C@@H](C)O[C@@H](C)C1,CC1=C[C@@H](C)O[C@@H](C)C1,1.0,qm9
14374,C[C@@H]1C[C@@H](O)CC(=O)O1,C[C@H]1C[C@@H](O)CC(=O)O1,C[C@H]1C[C@@H](O)CC(=O)O1,1.0,qm9
14374,C[C@@H]1C[C@@H](O)CC(=O)O1,C[C@@H]1CC(=O)O[C@H](C)C1,C[C@@H]1CC(=O)O[C@H](C)C1,0.6153846153846154,qm9
14418,CC1=C(C)C(C)OC1=O,CC1=C(C)[C@@H](C)OC1=O,CC1=C(C)[C@@H](C)OC1=O,1.0,qm9
14437,C=CN1CCN=C1C,CC1=NCCN1C=O,CC1=NCCN1C=O,0.6153846153846154,qm9
14494,Cc1cc(C)c2[nH]c(=O)cc(C)c2c1,Cc1cc(C)c2[nH]c(=S)cc(C)c2c1,Cc1cc(C)c2[nH]c(=S)cc(C)c2c1,0.6,drugs
14521,Cc1ccc2[nH]c(=O)cc(C)c2c1,Cc1cc(=O)[nH]c2ccc(Cl)cc12,Cc1cc(=O)[nH]c2ccc(Cl)cc12,0.6666666666666666,drugs
14521,Cc1ccc2[nH]c(=O)cc(C)c2c1,Cc1ccc2[nH]c(=S)cc(C)c2c1,Cc1ccc2[nH]c(=S)cc(C)c2c1,0.6333333333333333,drugs
14521,Cc1ccc2[nH]c(=O)cc(C)c2c1,CSc1ccc2[nH]c(=O)cc(C)c2c1,CSc1ccc2[nH]c(=O)cc(C)c2c1,0.625,drugs
14522,Cc1ccc2c(C)cc(=O)[nH]c2c1,Cc1cc(=O)[nH]c2cc(Cl)ccc12,Cc1cc(=O)[nH]c2cc(Cl)ccc12,0.6666666666666666,drugs
14522,Cc1ccc2c(C)cc(=O)[nH]c2c1,Cc1cc(=O)[nH]c2cc(O)ccc12,Cc1cc(=O)[nH]c2cc(O)ccc12,0.6666666666666666,drugs
14522,Cc1ccc2c(C)cc(=O)[nH]c2c1,Cc1ccc2c(C)cc(=S)[nH]c2c1,Cc1ccc2c(C)cc(=S)[nH]c2c1,0.6333333333333333,drugs
14523,Cc1cc(=O)[nH]c2c(C)cccc12,Cc1cccc2c(Cl)cc(=O)[nH]c12,Cc1cccc2c(Cl)cc(=O)[nH]c12,0.7096774193548387,drugs
14523,Cc1cc(=O)[nH]c2c(C)cccc12,Cc1cc(=S)[nH]c2c(C)cccc12,Cc1cc(=S)[nH]c2c(C)cccc12,0.6129032258064516,drugs
14523,Cc1cc(=O)[nH]c2c(C)cccc12,Cc1cc(=O)[nH]c2ccccc12,Cc1cc(=O)[nH]c2ccccc12,0.6,drugs
14527,COc1cccc2c(C)cc(=O)n(C)c12,COc1cccc2c(O)cc(=O)n(C)c12,COc1cccc2c(O)cc(=O)n(C)c12,0.6944444444444444,drugs
14531,O=c1[nH]c(=S)[nH]c2ccccc12,O=c1[nH]c(=O)c2ccccc2[nH]1,O=c1[nH]c(=O)c2ccccc2[nH]1,0.6296296296296297,drugs
14536,O=C1CSc2ccccc2N1,S=C1CSc2ccccc2N1,S=C1CSc2ccccc2N1,0.6,drugs
14547,CCOC(=O)c1[nH]c(CC)c(C)c1C,CCOC(=O)c1[nH]c(C)c(C)c1C,CCOC(=O)c1[nH]c(C)c(C)c1C,0.6666666666666666,drugs
14548,CCOC(=O)c1[nH]c(C)c(C=O)c1C,CCOC(=O)c1[nH]c(C)c(/C=N/O)c1C,CCOC(=O)c1[nH]c(C)c(/C=N/O)c1C,0.6944444444444444,drugs
14548,CCOC(=O)c1[nH]c(C)c(C=O)c1C,CCOC(=O)c1c(C)[nH]c(C)c1C=O,CCOC(=O)c1c(C)[nH]c(C)c1C=O,0.6470588235294118,drugs
14550,O=C1c2ccccc2C(=O)N1CO,O=C1c2cccnc2C(=O)N1CO,O=C1c2cccnc2C(=O)N1CO,0.6,drugs
14551,COC(=O)c1c[nH]c2ccccc12,COC(=O)c1c[nH]c(=O)c2ccccc12,COC(=O)c1c[nH]c(=O)c2ccccc12,0.6764705882352942,drugs
14551,COC(=O)c1c[nH]c2ccccc12,O=C(O)c1c[nH]c2ccccc12,O=C(O)c1c[nH]c2ccccc12,0.6451612903225806,drugs
14551,COC(=O)c1c[nH]c2ccccc12,NC(=O)c1c[nH]c2ccccc12,NC(=O)c1c[nH]c2ccccc12,0.6060606060606061,drugs
14554,CC(=O)N1CCc2ccccc21,CC(=O)N1CCCc2ccccc21,CC(=O)N1CCCc2ccccc21,0.8,drugs
14554,CC(=O)N1CCc2ccccc21,NC(=O)N1CCc2ccccc21,NC(=O)N1CCc2ccccc21,0.6774193548387096,drugs
14555,CCOC(=O)c1[nH]c(-c2ccccc2)c(C(=O)OCC)c1C,CCOC(=O)c1c(C)[nH]c(C(=O)OCc2ccccc2)c1C,CCOC(=O)c1c(C)[nH]c(C(=O)OCc2ccccc2)c1C,0.627906976744186,drugs
14561,COC(=O)c1[nH]c(C)c(C(C)=O)c1-c1ccccc1,COC(=O)c1c(C)[nH]c(C)c1-c1ccccc1,COC(=O)c1c(C)[nH]c(C)c1-c1ccccc1,0.6410256410256411,drugs
14567,CCc1c(I)[nH]c(C(=O)OCc2ccccc2)c1C,CCc1c(C)[nH]c(C(=O)OCc2ccccc2)c1C,CCc1c(C)[nH]c(C(=O)OCc2ccccc2)c1C,0.7619047619047619,drugs
14567,CCc1c(I)[nH]c(C(=O)OCc2ccccc2)c1C,CCc1c(C(=O)OCc2ccccc2)[nH]c(C)c1C,CCc1c(C(=O)OCc2ccccc2)[nH]c(C)c1C,0.6818181818181818,drugs
14576,Cc1ccc(C(=O)Nc2cc(-c3ccccc3)nn2C)cc1,Cn1nc(-c2ccccc2)cc1NC(=O)c1ccccc1,Cn1nc(-c2ccccc2)cc1NC(=O)c1ccccc1,0.8421052631578947,drugs
14576,Cc1ccc(C(=O)Nc2cc(-c3ccccc3)nn2C)cc1,Cc1cc(C)cc(NC(=O)Nc2cc(-c3ccccc3)nn2C)c1,Cc1cc(C)cc(NC(=O)Nc2cc(-c3ccccc3)nn2C)c1,0.6304347826086957,drugs
14576,Cc1ccc(C(=O)Nc2cc(-c3ccccc3)nn2C)cc1,Cn1nc(-c2ccccc2)cc1NC(=O)c1cccs1,Cn1nc(-c2ccccc2)cc1NC(=O)c1cccs1,0.6170212765957447,drugs
14584,Brc1c(-c2ccccc2)n[nH]c1-c1ccccc1,Nc1c(-c2ccccc2)n[nH]c1-c1ccccc1,Nc1c(-c2ccccc2)n[nH]c1-c1ccccc1,0.6,drugs
14597,COc1ccc(/C=C/c2cc(SC)on2)cc1,COc1ccc(/C=C/c2cc(C(F)(F)F)on2)cc1,COc1ccc(/C=C/c2cc(C(F)(F)F)on2)cc1,0.6046511627906976,drugs
14600,S=c1[nH]nc(-c2ccncc2)o1,S=c1[nH]nc(-c2cccnc2)o1,S=c1[nH]nc(-c2cccnc2)o1,0.6363636363636364,drugs
14694,O=Cc1ccc(Br)o1,O=Cc1ccc(C=O)o1,O=Cc1ccc(C=O)o1,0.65,qm9
14734,CCOP(=O)(OCC)C(Nc1ccccc1)c1ccccc1,CCOP(=O)(OCC)C(Nc1ccc(F)cc1)c1ccccc1,CCOP(=O)(OCC)C(Nc1ccc(F)cc1)c1ccccc1,0.8108108108108109,drugs
14734,CCOP(=O)(OCC)C(Nc1ccccc1)c1ccccc1,CCOP(=O)(OCC)C(Nc1ccccc1)c1cccnc1,CCOP(=O)(OCC)C(Nc1ccccc1)c1cccnc1,0.75,drugs
14734,CCOP(=O)(OCC)C(Nc1ccccc1)c1ccccc1,COP(=O)(OC)C(Nc1ccccc1)c1ccccc1,COP(=O)(OC)C(Nc1ccccc1)c1ccccc1,0.6857142857142857,drugs
14749,O=C(O)c1ccoc1,CC(=O)c1ccoc1,CC(=O)c1ccoc1,0.625,qm9
14749,O=C(O)c1ccoc1,NC(=O)c1ccoc1,NC(=O)c1ccoc1,0.625,qm9
14763,O=Cc1ccc(-c2ccc(Cl)cc2)o1,O=Cc1ccc(-c2ccc(F)cc2)o1,O=Cc1ccc(-c2ccc(F)cc2)o1,0.6666666666666666,drugs
14763,O=Cc1ccc(-c2ccc(Cl)cc2)o1,O=Cc1ccc(-c2ccc(C(=O)O)cc2)o1,O=Cc1ccc(-c2ccc(C(=O)O)cc2)o1,0.6060606060606061,drugs
14764,O=Cc1ccc(-c2cccc(Cl)c2)o1,O=Cc1ccc(-c2cccc(C(=O)O)c2)o1,O=Cc1ccc(-c2cccc(C(=O)O)c2)o1,0.6052631578947368,drugs
14790,CCOP(=O)(OCC)/C(C#N)=C/c1ccccc1,CCOP(=O)(OCC)/C(C#N)=C/c1ccc(Br)cc1,CCOP(=O)(OCC)/C(C#N)=C/c1ccc(Br)cc1,0.7435897435897436,drugs
14790,CCOP(=O)(OCC)/C(C#N)=C/c1ccccc1,CCOP(=O)(OCC)/C(C#N)=C/c1ccoc1,CCOP(=O)(OCC)/C(C#N)=C/c1ccoc1,0.6666666666666666,drugs
14793,Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1,Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,0.7058823529411765,drugs
14818,CCO/C=C1/N=C(c2ccccc2)OC1=O,CCO/C=C1\N=C(c2ccc(F)cc2)OC1=O,CCO/C=C1\N=C(c2ccc(F)cc2)OC1=O,0.7692307692307693,drugs
14824,CC(C)C1COC(c2cccc(C3=NC(C(C)C)CO3)n2)=N1,CC(C)[C@@H]1COC(c2cccc(C3=N[C@H](C(C)C)CO3)n2)=N1,CC(C)[C@@H]1COC(c2cccc(C3=N[C@H](C(C)C)CO3)n2)=N1,1.0,drugs
14824,CC(C)C1COC(c2cccc(C3=NC(C(C)C)CO3)n2)=N1,CC(C)[C@@H]1COC(c2cccc(C3=N[C@H](C(C)C)CO3)c2)=N1,CC(C)[C@@H]1COC(c2cccc(C3=N[C@H](C(C)C)CO3)c2)=N1,0.6571428571428571,drugs
14826,COc1ccccc1C1=NC(C)(C)CO1,COc1cccc(OC)c1C1=NC(C)(C)CO1,COc1cccc(OC)c1C1=NC(C)(C)CO1,0.6944444444444444,drugs
14830,CC(=O)N(C1=NCCCS1)c1c(C)cccc1C,CC(=O)N(C1=NCCCS1)c1ccccc1Cl,CC(=O)N(C1=NCCCS1)c1ccccc1Cl,0.6,drugs
14830,CC(=O)N(C1=NCCCS1)c1c(C)cccc1C,CC(=O)N(C1=NCCCS1)c1ccccc1F,CC(=O)N(C1=NCCCS1)c1ccccc1F,0.6,drugs
14899,O=C1CC2C=CC(C1)C2,O=C1C[C@H]2C=C[C@@H](C1)C2,O=C1C[C@H]2C=C[C@@H](C1)C2,1.0,qm9
14900,O=C1CC2C=CC(C1)O2,O=C1C[C@H]2C=C[C@@H](C1)O2,O=C1C[C@H]2C=C[C@@H](C1)O2,1.0,qm9
14902,O=C1NCCn2cccc21,O=C1NCCn2ccc(=O)cc21,O=C1NCCn2ccc(=O)cc21,0.625,drugs
14906,Cn1cccc1CCN,CCCc1cccn1C,CCCc1cccn1C,0.6538461538461539,qm9
14906,Cn1cccc1CCN,Cn1cccc1CCO,Cn1cccc1CCO,0.6296296296296297,qm9
14934,CCCC(C)(C)C(=O)O,CCCC(C)(C)C(C)=O,CCCC(C)(C)C(C)=O,0.6190476190476191,qm9
14934,CCCC(C)(C)C(=O)O,CCCC(C)(C)C(N)=O,CCCC(C)(C)C(N)=O,0.6190476190476191,qm9
14934,CCCC(C)(C)C(=O)O,CCC(C)(C)C(=O)O,CCC(C)(C)C(=O)O,0.6,drugs
14936,CC(C)(C)CCC(=O)O,CC(C)(N)CCC(=O)O,CC(C)(N)CCC(=O)O,0.6190476190476191,qm9
14936,CC(C)(C)CCC(=O)O,CC(=O)CCC(C)(C)C,CC(=O)CCC(C)(C)C,0.6,qm9
14943,COC(=O)CC(O)CCO,COC(=O)C[C@@H](O)CO,COC(=O)C[C@@H](O)CO,0.68,qm9
14943,COC(=O)CC(O)CCO,CC[C@@H](O)CC(=O)OC,CC[C@@H](O)CC(=O)OC,0.6153846153846154,qm9
14948,CCOC(=O)/C(C#N)=C(\N)CC(=O)Nc1ccccn1,CCOC(=O)/C(C#N)=C(\N)C(C)C(=O)Nc1ccccn1,CCOC(=O)/C(C#N)=C(\N)C(C)C(=O)Nc1ccccn1,0.6851851851851852,drugs
14958,N#Cc1c(O)cc(=O)n2c1[nH]c1ccccc12,CCc1cc(=O)n2c([nH]c3ccccc32)c1C#N,CCc1cc(=O)n2c([nH]c3ccccc32)c1C#N,0.6818181818181818,drugs
14958,N#Cc1c(O)cc(=O)n2c1[nH]c1ccccc12,CCCc1cc(=O)n2c([nH]c3ccccc32)c1C#N,CCCc1cc(=O)n2c([nH]c3ccccc32)c1C#N,0.6382978723404256,drugs
14958,N#Cc1c(O)cc(=O)n2c1[nH]c1ccccc12,COCc1cc(=O)n2c([nH]c3ccccc32)c1C#N,COCc1cc(=O)n2c([nH]c3ccccc32)c1C#N,0.625,drugs
